bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1001;1;0;0;0;0;10;1;0;500;1;1.1;0.9
1002;1;226.8419;-37.472;0;0;10;1;0;345;1;1.1;0.9
1003;1;2153.3224;366.856;0;0;10;1;0;230;1;1.1;0.9
1004;1;1037.9499;5.521;0;0;10;1;0;345;1;1.1;0.9
1032;2;0;0;0;0;10;1;0;20;1;1.1;0.9
1034;2;0;0;0;0;10;1;0;20;1;1.1;0.9
1101;1;4527.3661;-137.044;0;0;10;1;0;500;1;1.1;0.9
1102;1;176.4436;23.004;0;0;10;1;0;345;1;1.1;0.9
1131;2;0;0;0;0;10;1;0;20;1;1.1;0.9
1201;1;166.9882;-2.012;0;0;10;1;0;500;1;1.1;0.9
1202;1;875.61;287.131;0;0;10;1;0;500;1;1.1;0.9
1232;2;0;0;0;0;10;1;0;20;1;1.1;0.9
1301;1;2704.7793;352.826;0;0;10;1;0;500;1;1.1;0.9
1302;1;17.5556;2.304;0;0;10;1;0;500;1;1.1;0.9
1303;1;6235.136;813.349;0;0;10;1;0;345;1;1.1;0.9
1331;2;0;0;0;0;10;1;0;20;1;1.1;0.9
1333;2;0;0;0;0;10;1;0;20;1;1.1;0.9
1401;1;6535.5365;1524.594;0;0;10;1;0;500;1;1.1;0.9
1402;1;5366.6305;-600.162;0;0;10;1;0;500;1;1.1;0.9
1403;1;0;0;0;0;10;1;0;230;1;1.1;0.9
1431;2;0;0;0;0;10;1;0;20;1;1.1;0.9
2000;1;2207.188;287.916;0;0;20;1;0;230;1;1.1;0.9
2030;2;0;0;0;0;20;1;0;20;1;1.1;0.9
2100;1;281.1513;54.83;0;0;21;1;0;230;1;1.1;0.9
2130;2;0;0;0;0;21;1;0;20;1;1.1;0.9
2201;1;0;0;0;0;22;1;0;500;1;1.1;0.9
2202;1;1545.949;268.565;0;0;22;1;0;230;1;1.1;0.9
2203;1;1708.5525;278.273;0;0;22;1;0;230;1;1.1;0.9
2233;2;0;0;0;0;22;1;0;20;1;1.1;0.9
2301;1;0;0;0;0;22;1;0;500;1;1.1;0.9
2302;1;0;0;0;0;22;1;0;230;1;1.1;0.9
2332;2;0;0;0;0;22;1;0;20;1;1.1;0.9
2400;1;843.2926;76.663;0;0;24;1;0;500;1;1.1;0.9
2401;1;882.3636;105.214;0;0;24;1;0;500;1;1.1;0.9
2402;1;1080.0201;81.979;0;0;24;1;0;500;1;1.1;0.9
2403;1;1050.004;38.543;0;0;24;1;0;500;1;1.1;0.9
2404;1;0;0;0;0;24;1;0;500;1;1.1;0.9
2405;1;824.6826;22.901;0;0;24;1;0;230;1;1.1;0.9
2406;1;737.4036;-40.751;0;0;24;1;0;230;1;1.1;0.9
2407;1;1732.771;-36.535;0;0;24;1;0;230;1;1.1;0.9
2408;1;1743.2768;-72.623;0;0;24;1;0;230;1;1.1;0.9
2409;1;1601.7777;-86.698;0;0;24;1;0;230;1;1.1;0.9
2410;1;1576.7872;58.184;0;0;24;1;0;230;1;1.1;0.9
2411;1;1087.6239;75.955;0;0;24;1;0;230;1;1.1;0.9
2438;2;0;0;0;0;24;1;0;20;1;1.1;0.9
2501;1;0;0;0;0;25;1;0;500;1;1.1;0.9
2502;1;2369.1531;-91.905;0;0;25;1;0;230;1;1.1;0.9
2503;1;1845.9256;201.991;0;0;25;1;0;230;1;1.1;0.9
2533;2;0;0;0;0;25;1;0;20;1;1.1;0.9
2600;1;-1863.9044;0;0;0;90;1;0;500;1;1.1;0.9
2601;1;0;0;0;0;26;1;0;500;1;1.1;0.9
2602;1;99.2784;12.955;0;0;26;1;0;500;1;1.1;0.9
2603;1;0;0;0;0;26;1;0;500;1;1.1;0.9
2604;1;2050.7816;0;0;0;90;1;0;345;1;1.1;0.9
2605;1;0;0;0;0;26;1;0;287;1;1.1;0.9
2606;1;0;0;0;0;26;1;0;287;1;1.1;0.9
2607;1;0;0;0;0;26;1;0;287;1;1.1;0.9
2608;1;99.2784;12.955;0;0;26;1;0;230;1;1.1;0.9
2609;1;134.0261;26.805;0;0;26;1;0;230;1;1.1;0.9
2610;1;99.2784;12.955;0;0;26;1;0;230;1;1.1;0.9
2611;1;99.2784;12.955;0;0;26;1;0;230;1;1.1;0.9
2612;1;120.1277;24.819;0;0;26;1;0;230;1;1.1;0.9
2613;1;317.693;64.532;0;0;26;1;0;230;1;1.1;0.9
2614;1;137.0047;27.798;0;0;26;1;0;230;1;1.1;0.9
2615;1;801.9756;131.148;0;0;26;1;0;230;1;1.1;0.9
2616;1;116.1565;23.827;0;0;26;1;0;230;1;1.1;0.9
2617;1;120.1277;24.819;0;0;26;1;0;230;1;1.1;0.9
2618;1;881.2994;-6.155;0;0;26;1;0;230;1;1.1;0.9
2619;1;-2773.8339;0;0;0;90;1;0;230;1;1.1;0.9
2620;1;203.7206;17.473;0;0;26;1;0;230;1;1.1;0.9
2621;1;235.4897;-62.745;0;0;26;1;0;138;1;1.1;0.9
2630;2;0;0;0;0;26;1;0;20;1;1.1;0.9
2631;2;0;0;0;0;26;1;0;20;1;1.1;0.9
2634;2;0;0;0;0;90;1;0;20;1;1.1;0.9
2637;2;0;0;0;0;26;1;0;20;1;1.1;0.9
2638;2;0;0;0;0;26;1;0;20;1;1.1;0.9
2901;1;0;0;0;0;24;1;0;500;1;1.1;0.9
2902;1;0;0;0;0;24;1;0;500;1;1.1;0.9
3101;1;341.3057;52.828;0;0;31;1;0;230;1;1.1;0.9
3102;1;159.4648;24.929;0;0;31;1;0;230;1;1.1;0.9
3103;1;419.6109;59.777;0;0;32;1;0;230;1;1.1;0.9
3104;1;309.9718;40.133;0;0;31;1;0;115;1;1.1;0.9
3105;1;239.3018;49.091;0;0;31;1;0;115;1;1.1;0.9
3133;2;0;0;0;0;32;1;0;20;1;1.1;0.9
3135;2;0;0;0;0;31;1;0;20;1;1.1;0.9
3201;1;462.4769;97.849;0;0;32;1;0;230;1;1.1;0.9
3202;1;586.1795;83.473;0;0;32;1;0;230;1;1.1;0.9
3203;1;657.1046;158.476;0;0;32;1;0;230;1;1.1;0.9
3204;1;668.7879;95.313;0;0;32;1;0;230;1;1.1;0.9
3205;1;546.0609;77.782;0;0;32;1;0;230;1;1.1;0.9
3234;2;0;0;0;0;32;1;0;20;1;1.1;0.9
3301;1;0;0;0;0;32;1;0;500;1;1.1;0.9
3302;1;345.3259;85.791;0;0;32;1;0;230;1;1.1;0.9
3303;1;625.4106;150.715;0;0;32;1;0;230;1;1.1;0.9
3304;1;533.4822;122.616;0;0;32;1;0;230;1;1.1;0.9
3305;1;430.3196;61.225;0;0;32;1;0;230;1;1.1;0.9
3333;2;0;0;0;0;32;1;0;20;1;1.1;0.9
3401;1;557.7071;135.909;0;0;34;1;0;230;1;1.1;0.9
3402;1;0;0;0;0;34;1;0;230;1;1.1;0.9
3403;1;515.9687;73.583;0;0;34;1;0;230;1;1.1;0.9
3404;1;438.461;62.075;0;0;34;1;0;230;1;1.1;0.9
3405;1;448.8976;63.723;0;0;34;1;0;230;1;1.1;0.9
3432;2;0;0;0;0;34;1;0;20;1;1.1;0.9
3433;2;0;0;0;0;34;1;0;20;1;1.1;0.9
3501;1;625.0164;89.015;0;0;35;1;0;230;1;1.1;0.9
3531;2;0;0;0;0;35;1;0;20;1;1.1;0.9
3601;1;104.8564;14.844;0;0;36;1;0;115;1;1.1;0.9
3631;2;0;0;0;0;36;1;0;20;1;1.1;0.9
3701;1;317.0506;15.847;0;0;37;1;0;115;1;1.1;0.9
3731;2;0;0;0;0;37;1;0;20;1;1.1;0.9
3801;1;191.2229;47.411;0;0;38;1;0;500;1;1.1;0.9
3802;1;0;0;0;0;38;1;0;500;1;1.1;0.9
3803;1;0;0;0;0;38;1;0;500;1;1.1;0.9
3804;1;223.6404;55.318;0;0;38;1;0;230;1;1.1;0.9
3805;1;499.3888;163.106;0;0;38;1;0;230;1;1.1;0.9
3806;1;289.5858;41.366;0;0;38;1;0;230;1;1.1;0.9
3831;2;0;0;0;0;38;1;0;20;1;1.1;0.9
3835;2;0;0;0;0;38;1;0;20;1;1.1;0.9
3836;2;0;0;0;0;38;1;0;20;1;1.1;0.9
3891;1;0;0;0;0;38;1;0;500;1;1.1;0.9
3892;1;0;0;0;0;38;1;0;500;1;1.1;0.9
3893;1;0;0;0;0;38;1;0;500;1;1.1;0.9
3894;1;0;0;0;0;38;1;0;500;1;1.1;0.9
3895;1;0;0;0;0;38;1;0;500;1;1.1;0.9
3896;1;0;0;0;0;38;1;0;500;1;1.1;0.9
3897;1;0;0;0;0;38;1;0;500;1;1.1;0.9
3901;1;0;0;0;0;39;1;0;500;1;1.1;0.9
3902;1;152.9913;38.248;0;0;39;1;0;500;1;1.1;0.9
3903;1;213.2478;30.269;0;0;39;1;0;500;1;1.1;0.9
3904;1;0;0;0;0;39;1;0;500;1;1.1;0.9
3905;1;0;0;0;0;39;1;0;500;1;1.1;0.9
3906;1;0;0;0;0;39;1;0;500;1;1.1;0.9
3907;1;461.3573;63.071;0;0;39;1;0;230;1;1.1;0.9
3908;1;200.2788;24.716;0;0;39;1;0;230;1;1.1;0.9
3909;1;170.957;39.785;0;0;39;1;0;230;1;1.1;0.9
3910;1;241.8392;34.44;0;0;39;1;0;230;1;1.1;0.9
3911;1;233.1345;47.114;0;0;39;1;0;230;1;1.1;0.9
3912;1;174.5029;-0.634;0;0;39;1;0;230;1;1.1;0.9
3913;1;329.5484;43.435;0;0;39;1;0;230;1;1.1;0.9
3914;1;227.7536;52.549;0;0;39;1;0;230;1;1.1;0.9
3915;1;254.4589;53.402;0;0;39;1;0;230;1;1.1;0.9
3916;1;155.0024;0;0;0;39;1;0;230;1;1.1;0.9
3917;1;238.1882;43.995;0;0;39;1;0;230;1;1.1;0.9
3918;1;319.2809;75.464;0;0;39;1;0;230;1;1.1;0.9
3919;1;184.5093;24.094;0;0;39;1;0;230;1;1.1;0.9
3920;1;172.5018;23.677;0;0;39;1;0;230;1;1.1;0.9
3921;1;150.8902;34.821;0;0;39;1;0;230;1;1.1;0.9
3922;1;253.4454;31.919;0;0;39;1;0;230;1;1.1;0.9
3923;1;399.0618;67.021;0;0;39;1;0;230;1;1.1;0.9
3924;1;332.4879;47.165;0;0;39;1;0;230;1;1.1;0.9
3925;1;0;0;0;0;39;1;0;115;1;1.1;0.9
3926;1;267.3529;16.668;0;0;39;1;0;115;1;1.1;0.9
3931;2;0;0;0;0;39;1;0;20;1;1.1;0.9
3932;2;0;0;0;0;39;1;0;20;1;1.1;0.9
3933;3;0;0;0;0;39;1;0;20;1;1.1;0.9
4001;1;0;0;0;0;40;1;0;500;1;1.1;0.9
4002;1;168.6841;21.998;0;0;40;1;0;500;1;1.1;0.9
4003;1;0;0;0;0;40;1;0;500;1;1.1;0.9
4004;1;270.4505;35.297;0;0;40;1;0;500;1;1.1;0.9
4005;1;480.1144;157.418;0;0;40;1;0;500;1;1.1;0.9
4006;1;0;0;0;0;40;1;0;500;1;1.1;0.9
4007;1;0;0;0;0;40;1;0;500;1;1.1;0.9
4008;1;285.1446;37.198;0;0;40;1;0;345;1;1.1;0.9
4009;1;2208.7429;431.395;0;0;40;1;0;230;1;1.1;0.9
4010;1;3133.6101;0;0;0;90;1;0;230;1;1.1;0.9
4031;2;0;0;0;0;40;1;0;20;1;1.1;0.9
4035;2;0;0;0;0;40;1;0;20;1;1.1;0.9
4039;2;0;0;0;0;40;1;0;20;1;1.1;0.9
4090;1;0;0;0;0;40;1;0;500;1;1.1;0.9
4091;1;0;0;0;0;40;1;0;500;1;1.1;0.9
4092;1;0;0;0;0;40;1;0;500;1;1.1;0.9
4093;1;0;0;0;0;40;1;0;500;1;1.1;0.9
4094;1;0;0;0;0;40;1;0;500;1;1.1;0.9
4095;1;0;0;0;0;40;1;0;500;1;1.1;0.9
4096;1;0;0;0;0;40;1;0;500;1;1.1;0.9
4097;1;0;0;0;0;40;1;0;500;1;1.1;0.9
4101;1;995.0275;129.784;0;0;40;1;0;500;1;1.1;0.9
4102;1;480.649;68.664;0;0;40;1;0;500;1;1.1;0.9
4103;1;11.6269;1.509;0;0;40;1;0;500;1;1.1;0.9
4104;1;2527.7724;329.74;0;0;40;1;0;230;1;1.1;0.9
4131;2;0;0;0;0;40;1;0;20;1;1.1;0.9
4132;2;0;0;0;0;40;1;0;20;1;1.1;0.9
4201;1;5762.6589;461.013;0;0;40;1;0;500;1;1.1;0.9
4202;1;4558.2389;594.626;0;0;40;1;0;500;1;1.1;0.9
4203;1;4379.6262;571.331;0;0;40;1;0;500;1;1.1;0.9
4204;1;1014.5202;132.34;0;0;40;1;0;500;1;1.1;0.9
4231;2;0;0;0;0;40;1;0;20;1;1.1;0.9
4232;2;0;0;0;0;40;1;0;20;1;1.1;0.9
5001;1;7574.0522;1721.375;0;0;50;1;0;500;1;1.1;0.9
5002;1;9003.9839;1174.359;0;0;50;1;0;500;1;1.1;0.9
5003;1;615.2178;80.253;0;0;50;1;0;230;1;1.1;0.9
5004;1;0;0;0;0;50;1;0;230;1;1.1;0.9
5031;2;0;0;0;0;50;1;0;20;1;1.1;0.9
5032;2;0;0;0;0;50;1;0;20;1;1.1;0.9
6101;1;0;0;0;0;61;1;0;500;1;1.1;0.9
6102;1;1053.1441;-345.277;0;0;61;1;0;345;1;1.1;0.9
6103;1;391.888;51.111;0;0;61;1;0;345;1;1.1;0.9
6104;1;1694.958;221.085;0;0;61;1;0;230;1;1.1;0.9
6132;2;0;0;0;0;61;1;0;20;1;1.1;0.9
6201;1;205.82;26.857;0;0;60;1;0;500;1;1.1;0.9
6202;1;88.7215;13.528;0;0;60;1;0;500;1;1.1;0.9
6203;1;1112.3464;145.093;0;0;60;1;0;230;1;1.1;0.9
6204;1;1199.2957;156.461;0;0;60;1;0;230;1;1.1;0.9
6205;1;489.2825;86.344;0;0;60;1;0;230;1;1.1;0.9
6231;2;0;0;0;0;60;1;0;20;1;1.1;0.9
6235;2;0;0;0;0;60;1;0;20;1;1.1;0.9
6301;1;516.3779;67.362;0;0;60;1;0;345;1;1.1;0.9
6302;1;591.8185;77.219;0;0;60;1;0;345;1;1.1;0.9
6303;1;746.6019;97.404;0;0;60;1;0;230;1;1.1;0.9
6304;1;0;0;0;0;60;1;0;230;1;1.1;0.9
6305;1;60.2324;19.752;0;0;60;1;0;230;1;1.1;0.9
6333;2;0;0;0;0;60;1;0;20;1;1.1;0.9
6335;2;0;0;0;0;60;1;0;20;1;1.1;0.9
6401;1;1672.3727;218.148;0;0;64;1;0;345;1;1.1;0.9
6402;1;272.5124;35.566;0;0;64;1;0;115;1;1.1;0.9
6403;1;2.1985;0.272;0;0;64;1;0;345;1;1.1;0.9
6404;1;28.98;3.775;0;0;64;1;0;345;1;1.1;0.9
6433;2;0;0;0;0;64;1;0;20;1;1.1;0.9
6501;1;195.5463;64.128;0;0;60;1;0;345;1;1.1;0.9
6502;1;1555.5773;277.672;0;0;60;1;0;345;1;1.1;0.9
6503;1;441.1533;144.603;0;0;60;1;0;345;1;1.1;0.9
6504;1;296.9666;38.73;0;0;60;1;0;345;1;1.1;0.9
6505;1;6.7947;2.231;0;0;60;1;0;345;1;1.1;0.9
6506;1;0;0;0;0;60;1;0;345;1;1.1;0.9
6507;1;540.775;-61.354;0;0;60;1;0;345;1;1.1;0.9
6508;1;131.8343;43.208;0;0;60;1;0;345;1;1.1;0.9
6509;1;8.5932;2.817;0;0;60;1;0;345;1;1.1;0.9
6510;1;1946.0167;-103.877;0;0;60;1;0;230;1;1.1;0.9
6533;2;0;0;0;0;60;1;0;20;1;1.1;0.9
7001;1;7453.9144;972.35;0;0;60;1;0;345;1;1.1;0.9
7002;1;2554.8345;-138.069;0;0;60;1;0;345;1;1.1;0.9
7031;2;0;0;0;0;60;1;0;20;1;1.1;0.9
7032;2;0;0;0;0;60;1;0;20;1;1.1;0.9
8001;1;0;0;0;0;80;1;0;500;1;1.1;0.9
8002;1;0;0;0;0;80;1;0;500;1;1.1;0.9
8003;1;652.6717;85.141;0;0;80;1;0;230;1;1.1;0.9
8004;1;3787.8915;494.11;0;0;80;1;0;230;1;1.1;0.9
8005;1;1321.2379;172.37;0;0;80;1;0;230;1;1.1;0.9
8033;2;0;0;0;0;80;1;0;20;1;1.1;0.9
8034;2;0;0;0;0;80;1;0;20;1;1.1;0.9
